"label"	"survey"	"depth"	"asurv"	"mesh"	"vertop"	"horop"	"towsp"	"lat"	"lon"	"npp"	"sst"	"sstdif"	"sbt"	"sbtdif"	"ult"	"ultdif"	"mlgr"	"lml"	"aswept"	"nsp"	"density"	"nhauls"	"band"	"geo"	"catch"	"abundance"
"Davis_Strait-Au-400"	"Davis Strait  400-1500m"	950	52602	30	5	28	3	64.2	-54.7	114.1	1.6	4.96	3.84	-0.29	1.88	1.65	"e4.5"	4.5	42	4	15408.11432084	591	"<7.5"	"Arctic"	72772.595844	810497629.504826
"E_Greenl_GDR-Au-200"	"E Greenland   200-400m"	300	56488	30	4	22	4.5	62.8	-36.8	112.4	4.2	1.47	4.68	0.08	4.61	0.72	"e4.5"	4.5	98	6	28742.4485530677	1069	"<7.5"	"Arctic"	596747.838999	1623603433.86569
"E_Greenl_GDR-Au-50"	"E Greenland   50-200m"	125	17576	30	4	22	4.5	62.8	-36.8	112.4	3.3	1.08	4.28	0.2	3.77	0.51	"e4.5"	4.5	33	6	33516.96771734	366	"<7.5"	"Arctic"	258364.2861	589094224.599968
"E_Greenland-Su-400"	"E Greenland   400-1500m"	950	43458	30	5	28	3	64.2	-35.8	112.4	4.5	2.01	3.95	-0.07	4.86	1.06	"e4.5"	4.5	34	5	6943.19609399594	476	"<7.5"	"Arctic"	29723.4834	301737415.852876
"Far_NE-Au-200"	"Faroe Islands NE Aug  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e4.5"	4.5	57	10	7348.57426174689	283	"7.5-14"	"NE North Atlantic"	145473.63831	120465177.872817
"Far_NE-Wi-200"	"Faroe Islands NE Feb  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e4.5"	4.5	27	7	6314.21416075069	585	"7.5-14"	"NE North Atlantic"	96507.147365	103508912.737186
"Far_Pla-Au-65"	"Faroe Plateau Aug   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e4.5"	4.5	146	10	10638.7349883532	1033	"7.5-14"	"NE North Atlantic"	1419408.965349	193390924.618284
"Far_Pla-Wi-65"	"Faroe Plateau Feb   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e4.5"	4.5	93	7	6065.33246353342	1643	"7.5-14"	"NE North Atlantic"	498776.365514	110255613.522111
"Far_SW-Au-200"	"Faroe SW  200-500m"	350	8576	40	4	17.5	3	61.7	-7.9	199.7	9	2.99	5.52	0.42	8.59	2.03	"e4.5"	4.5	35	5	1138.73496002736	361	"7.5-14"	"NE North Atlantic"	31458.047205	9765791.01719464
"Guinea-All-5"	"Guinea     5-50m"	27.5	32558	25	3	13	3	9.8	-14.8	693.7	27.3	1.38	22.64	3.41	25.29	2.85	"e4.5"	4.5	82	25	24583.6792705251	2280	">20.5"	"SE North Atlantic"	486965.20896	800395429.689756
"Guinea-All-50"	"Guinea   50-200m"	125	4783	25	3	13	3	9.8	-14.8	693.7	27.3	1.43	16.99	1.38	22.4	2.54	"e4.5"	4.5	4	10	495.957838397576	103	">20.5"	"SE North Atlantic"	598.048488	2372166.34105561
"GuLw1_N-Su-200"	"Gulf St. Lawrence I  200-520m"	360	59533	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4.5"	4.5	62	8	26131.8761586422	2100	"<7.5"	"NW North Atlantic"	187199.502	1555708983.35245
"GuLw1_N-Su-40"	"Gulf St. Lawrence I   40-200m"	120	36826	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4.5"	4.5	27	6	13333.4177856906	911	"<7.5"	"NW North Atlantic"	37974.575856	491016443.375842
"GuLw2_N-Su-200"	"Gulf St. Lawrence II  200-671m"	360	59533	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4.5"	4.5	24	9	84087.5548093933	1034	"<7.5"	"NW North Atlantic"	234802.160362	5005984400.46761
"GuLw2_N-Su-40"	"Gulf St. Lawrence II   40-200m"	120	36826	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e4.5"	4.5	16	8	85872.0350516501	671	"<7.5"	"NW North Atlantic"	153074.6848125	3162323562.81207
"Iceland_NE-Au-200"	"Iceland NE 200-1160m"	679.75	106038	40	5.5	17	3.8	65.8	-16.6	187.6	3.9	4.18	0.53	0.13	3.15	2.08	"e4.5"	4.5	118	7	6075.5770714824	1248	"<7.5"	"Arctic"	114136.273470062	644242041.505851
"Iceland_NE-Au-60"	"Iceland NE   60-200m"	129.75	40140	40	4.5	17	3.8	65.5	-17.3	187.6	5.2	4.65	3.94	1.59	4.67	3.01	"e4.5"	4.5	45	6	20014.476348952	470	"<7.5"	"Arctic"	338137.205688207	803381080.646933
"Iceland_SW-Au-201"	"Iceland SW 200-1313m"	756.25	50278	40	5.5	17	3.8	65.1	-25.8	262.1	7.7	3.62	5.86	0.28	7.2	1.96	"e4.5"	4.5	87	7	18122.6385601033	916	"7.5-14"	"NE North Atlantic"	320271.763458459	911170021.524874
"Iceland_SW-Au-42"	"Iceland SW   42-200m"	120.75	39766	40	4.5	17	3.8	65	-20.5	262.1	7.7	4.45	7.01	1.45	7.35	2.89	"e4.5"	4.5	44	6	27121.0410558614	467	"7.5-14"	"NE North Atlantic"	545367.830361073	1078495318.62738
"Mauritania-All-5"	"Mauritania     5-50m"	27.5	14127	40	4	17	3.5	18.5	-16.9	1885.6	20.8	6.89	17.6	4.12	19.34	5.79	"e4.5"	4.5	89	29	10598.4647843397	1621	">20.5"	"SE North Atlantic"	300061.405325	149724512.008367
"Mauritania-All-50"	"Mauretania   50-200m"	125	10646	40	4	17	3.5	18.5	-16.9	1885.6	21.5	7.54	14.17	1.47	18.37	4.64	"e4.5"	4.5	71	26	3578.86746258367	1285	">20.5"	"SE North Atlantic"	85850.76005	38100623.0066658
"Morocco-All-200"	"Morocco  200-400m"	300	4876	40	2.1	21.4	3	32.3	-8.6	380.3	19.1	3.83	12.23	-0.25	17.27	0.83	"e4.5"	4.5	7	10	6712.66621143232	178	"14-20.5"	"SE North Atlantic"	6761.50925994456	32730960.446944
"Morocco-All-22"	"Morocco   22-200m"	111	28889	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	3.97	15.23	-0.37	17.55	1.11	"e4.5"	4.5	20	16	9892.66458619993	548	"14-20.5"	"SE North Atlantic"	37105.0144917293	285789187.23073
"Morocco-All-400"	"Morocco  400-890m"	645	10690	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	4.04	10.48	-0.14	17.27	0.95	"e4.5"	4.5	13	8	2810.10373605103	227	"14-20.5"	"SE North Atlantic"	8888.160676269	30040008.9383855
"North_Sea-Su-11"	"North Sea Aug   11-269m"	140	493244	20	5	21	4	56.4	2.4	387.3	10.1	8.14	8.36	3.49	9.16	5.66	"e4.5"	4.5	289	17	20798.7950748992	3736	"7.5-14"	"NE North Atlantic"	2884046.28408	10258880877.9236
"North_Sea-Wi-10"	"North Sea Feb   10-270m"	140	499507	20	5	21	4	56.2	2.3	387.3	10.1	8.16	8.37	3.53	9.17	5.7	"e4.5"	4.5	765	17	13365.6855623091	9152	"7.5-14"	"NE North Atlantic"	4324666.136544	6676253498.17233
"Northern_Spain-Au-35.5"	"Northern Spain 35.5-493m"	264	20279	20	2	18.9	3	43	-5.7	379.1	15.5	5.72	11.74	0.31	13.88	2.15	"e4.5"	4.5	137	15	1857.06145840957	2610	"14-20.5"	"NE North Atlantic"	62050.9491	37659349.3150877
"Norwegian_coast-Au-140"	"Norwegian coast  140-803m"	471.5	118922	16	7	25	3.4	72.4	22.2	172.6	6.1	3.7	3.52	-0.3	5.49	1.73	"e4.5"	4.5	67	6	8079.91113135948	530	"<7.5"	"NE North Atlantic"	94813.26084	960879191.563532
"Porcupine_Bank-Au-189"	"Porcupine Bank  189-763m"	476	53139	20	3.5	20	3.5	52.5	-13.1	235.2	12.4	4.54	10.13	-0.05	11.4	2.01	"e4.5"	4.5	42	11	2768.93423303115	651	"7.5-14"	"NE North Atlantic"	41436.36692	147138396.209042
"Portugal_N-Au-14"	"Portugal N   14-678m"	346	12482	20	4.6	15	3.5	40.6	-9.3	497.6	16.3	4.66	13.22	-0.27	14.87	1.43	"e4.5"	4.5	48	17	580.03492749658	678	"14-20.5"	"NE North Atlantic"	5948.39489994974	7239995.96501231
"Portugal_S-Au-16"	"Portugal S   19-690m"	354.5	2801	20	4.6	15	3.5	36.9	-8.2	497.6	18.1	4.49	14.34	-0.35	16.56	1.34	"e4.5"	4.5	30	16	661.531644383868	411	"14-20.5"	"NE North Atlantic"	4737.31599725	1852950.13591921
"Portugal_SW-Au-30"	"Portugal SW   30-460m"	245	8248	20	4.6	15	3.5	38.3	-9.5	497.6	17	4	13.36	-0.38	15.58	1.15	"e4.5"	4.5	39	18	873.882711830678	567	"14-20.5"	"NE North Atlantic"	9263.72652491517	7207784.60717943
"S_Barents_Sea-Au-36"	"S Barents Sea   36-830m"	433	820387	16	7	25	3.4	73.2	38.7	128	2.3	4.67	0.72	-0.02	1.47	1.93	"e4.5"	4.5	296	6	10293.9451110661	2144	"<7.5"	"Arctic"	589880.998641	8445018747.83218
"S_Tyrrhenian_Sea-Su-19"	"S Tyrrhenian Sea   19-200m"	109.5	941	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e4.5"	4.5	6	7	688.701142576523	122	"14-20.5"	"Mediterranean"	1054.852992	648067.775164508
"S_Tyrrhenian_Sea-Su-200"	"S Tyrrhenian Sea  200-693m"	446.5	1821	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e4.5"	4.5	13	6	1273.23435005248	127	"14-20.5"	"Mediterranean"	5539.039722	2318559.75144557
"Scotian_shelf-Su-17"	"Scotian shelf   12-200m"	106	190955	19	4.6	12.5	3.5	44.2	-62.4	306.2	8	13.35	5.38	0.94	5.43	4.94	"e4.5"	4.5	167	9	16569.4678414973	4097	"7.5-14"	"NW North Atlantic"	814901.504343933	3164022731.67312
"Tramontana-Su-200"	"Tramontana  200-767m"	483.5	5318	20	3	20.3	3	41	2.2	241.6	18.11	10.61	13.36	0.44	13.19	4.43	"e4.5"	4.5	12	4	3561.4456686708	106	"14-20.5"	"Mediterranean"	14721.0000009237	18939768.0659913
"Tramontana-Su-30"	"Tramontana   30-200m"	115	10149	20	3	16.3	3	41	2.2	241.6	17.7	10.19	13.11	0.06	14.67	3.55	"e4.5"	4.5	32	18	998.960270278749	347	"14-20.5"	"Mediterranean"	8199.9999994013	10138447.783059
"W_Greenland_GDR-Au-200"	"W Greenland  200-400m"	300	13077	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.86	3.75	0.1	1.95	1.79	"e4.5"	4.5	68	8	9823.95848762658	740	"<7.5"	"Arctic"	115640.429012966	128467905.142693
"W_Greenland_GDR-Au-50"	"W Greenland   50-200m"	124.5	47617	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.43	2.87	0.43	1.9	1.73	"e4.5"	4.5	122	6	7265.02088195011	1331	"<7.5"	"Arctic"	120329.653947926	345938499.335818
"West_of_Scotland-Au-30"	"W Scotland Nov   30-500m"	265	114470	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.58	9.65	1.37	10.28	3.02	"e4.5"	4.5	49	16	9201.07274054171	527	"7.5-14"	"NE North Atlantic"	239425.54837577	1053246796.60981
"West_of_Scotland-Wi-10"	"W Scotland Mar   10-405m"	207.5	114003	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.59	9.68	1.38	10.28	3.03	"e4.5"	4.5	99	15	11409.1142123221	991	"7.5-14"	"NE North Atlantic"	488707.422778547	1300673247.54736
"Adriatic-Su-16"	"Adriatic   16-449m"	232.5	54363	20	2.3	16.5	3	43.9	15.7	223.5	17.9	10.81	13.46	0.73	15.05	4.14	"e5"	5	31	7	4806.12792000806	657	"14-20.5"	"Mediterranean"	45100.97094	261275532.115398
"Alboran_Sea-Su-200"	"Alboran Sea  200-810m"	505	8812	20	3	19.4	3	36.8	-3	402	18.3	7.17	13.1	-0.04	15.2	1.61	"e5"	5	27	2	117.433721724916	251	"14-20.5"	"Mediterranean"	1088.982576	1034825.95583996
"Alboran_Sea-Su-30"	"Alboran Sea   30-200m"	115	2247	20	3	16.4	3	36.8	-3	402	18.4	7.57	13.2	-0.04	15.22	1.76	"e5"	5	8	3	2386.50893781718	169	"14-20.5"	"Mediterranean"	6271.002556	5362485.5832752
"Alicante_and_Eivissa-Su-200"	"Alicante & Eivissa  200-788m"	494	5065	20	3	19.5	3	38.6	0	208.6	19.1	10.87	13.22	-0.03	15.32	2.99	"e5"	5	16	3	529.2484088509	150	"14-20.5"	"Mediterranean"	2834.0118	2680643.19082981
"Alicante_and_Eivissa-Su-30"	"Alicante & Eivissa   30-200m"	115	5620	20	3	16.4	3	38.6	0	208.6	19.1	11.27	13.67	0.2	15.88	4.09	"e5"	5	10	3	9936.96069378431	215	"14-20.5"	"Mediterranean"	33367.9998925	55845719.0990678
"Bay_of_Biscay-Au-28"	"Bay of Biscay   28-100m"	64	26316	20	4	20.5	4	45.8	-4.6	520.3	14.7	8.18	11.97	0.79	13.18	3.96	"e5"	5	37	8	4711.26497673557	486	"14-20.5"	"NE North Atlantic"	54803.23596	123981649.127773
"Bear_Island-Au-36"	"Bear Island   36-830m"	433	258318	16	7	25	3.4	77	18.7	117.1	1.5	3.14	1.27	0.38	1.35	1.81	"e5"	5	214	6	253.696634692708	1576	"<7.5"	"Arctic"	12037.044932	65534407.2805509
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e5"	5	38	8	2297.60970625978	545	"7.5-14"	"NE North Atlantic"	30971.55744	325343832.016091
"Davis_Strait-Au-400"	"Davis Strait  400-1500m"	950	52602	30	5	28	3	64.2	-54.7	114.1	1.6	4.96	3.84	-0.29	1.88	1.65	"e5"	5	42	5	15.0195167319665	591	"<7.5"	"Arctic"	148.473312	790056.619134902
"E_Greenl_GDR-Au-200"	"E Greenland   200-400m"	300	56488	30	4	22	4.5	62.8	-36.8	112.4	4.2	1.47	4.68	0.08	4.61	0.72	"e5"	5	98	6	484.150191452535	1069	"<7.5"	"Arctic"	14955.292896	27348676.0147708
"E_Greenl_GDR-Au-50"	"E Greenland   50-200m"	125	17576	30	4	22	4.5	62.8	-36.8	112.4	3.3	1.08	4.28	0.2	3.77	0.51	"e5"	5	33	5	440.006205827768	366	"<7.5"	"Arctic"	3958.332822	7733549.07362885
"E_Greenland-Su-400"	"E Greenland   400-1500m"	950	43458	30	5	28	3	64.2	-35.8	112.4	4.5	2.01	3.95	-0.07	4.86	1.06	"e5"	5	34	6	157.020313823229	476	"<7.5"	"Arctic"	1576.725384	6823788.79812989
"Far_NE-Au-200"	"Faroe Islands NE Aug  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e5"	5	57	8	16720.7277535322	283	"7.5-14"	"NE North Atlantic"	87164.8596	274102890.063653
"Far_NE-Wi-200"	"Faroe Islands NE Feb  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e5"	5	27	8	10456.1107098754	585	"7.5-14"	"NE North Atlantic"	27008.654586	171407022.866987
"Far_Pla-Au-65"	"Faroe Plateau Aug   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e5"	5	146	8	16691.2807836714	1033	"7.5-14"	"NE North Atlantic"	218168.051914	303414102.085579
"Far_Pla-Wi-65"	"Faroe Plateau Feb   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e5"	5	93	7	5737.66870135084	1643	"7.5-14"	"NE North Atlantic"	48996.968237	104299341.653156
"Far_SW-Au-200"	"Faroe SW  200-500m"	350	8576	40	4	17.5	3	61.7	-7.9	199.7	9	2.99	5.52	0.42	8.59	2.03	"e5"	5	35	6	16222.1712641437	361	"7.5-14"	"NE North Atlantic"	51730.929253	139121340.761296
"Guinea-All-5"	"Guinea     5-50m"	27.5	32558	25	3	13	3	9.8	-14.8	693.7	27.3	1.38	22.64	3.41	25.29	2.85	"e5"	5	82	12	2163.31664208575	2280	">20.5"	"SE North Atlantic"	54513.10368	70433263.2330278
"Guinea-All-50"	"Guinea   50-200m"	125	4783	25	3	13	3	9.8	-14.8	693.7	27.3	1.43	16.99	1.38	22.4	2.54	"e5"	5	4	5	122.233614515504	103	">20.5"	"SE North Atlantic"	81.880056	584643.378227656
"GuLw1_N-Su-200"	"Gulf St. Lawrence I  200-520m"	360	59533	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e5"	5	62	9	401.517339007204	2100	"<7.5"	"NW North Atlantic"	8017.02384	23903531.7431159
"GuLw1_N-Su-40"	"Gulf St. Lawrence I   40-200m"	120	36826	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e5"	5	27	7	248.690902111919	911	"<7.5"	"NW North Atlantic"	1016.9536728	9158291.16117353
"GuLw2_N-Su-200"	"Gulf St. Lawrence II  200-671m"	360	59533	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e5"	5	24	8	1107.21927110326	1034	"<7.5"	"NW North Atlantic"	9036.214924	65916084.8665904
"GuLw2_N-Su-40"	"Gulf St. Lawrence II   40-200m"	120	36826	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e5"	5	16	5	109.348885146662	671	"<7.5"	"NW North Atlantic"	284.5425825	4026882.04441097
"Iceland_NE-Au-200"	"Iceland NE 200-1160m"	679.75	106038	40	5.5	17	3.8	65.8	-16.6	187.6	3.9	4.18	0.53	0.13	3.15	2.08	"e5"	5	118	6	290.031086590044	1248	"<7.5"	"Arctic"	3427.1787775743	30754316.3598351
"Iceland_NE-Au-60"	"Iceland NE   60-200m"	129.75	40140	40	4.5	17	3.8	65.5	-17.3	187.6	5.2	4.65	3.94	1.59	4.67	3.01	"e5"	5	45	5	482.636948045446	470	"<7.5"	"Arctic"	1920.10831581217	19373047.0945442
"Iceland_SW-Au-201"	"Iceland SW 200-1313m"	756.25	50278	40	5.5	17	3.8	65.1	-25.8	262.1	7.7	3.62	5.86	0.28	7.2	1.96	"e5"	5	87	7	1195.55652541675	916	"7.5-14"	"NE North Atlantic"	11940.9567160067	60110190.9849034
"Iceland_SW-Au-42"	"Iceland SW   42-200m"	120.75	39766	40	4.5	17	3.8	65	-20.5	262.1	7.7	4.45	7.01	1.45	7.35	2.89	"e5"	5	44	5	1278.88234966226	467	"7.5-14"	"NE North Atlantic"	5339.00453646102	50856035.5166694
"Mauritania-All-5"	"Mauritania     5-50m"	27.5	14127	40	4	17	3.5	18.5	-16.9	1885.6	20.8	6.89	17.6	4.12	19.34	5.79	"e5"	5	89	15	1015.87472564381	1621	">20.5"	"SE North Atlantic"	14994.0879	14351262.2491701
"Mauritania-All-50"	"Mauretania   50-200m"	125	10646	40	4	17	3.5	18.5	-16.9	1885.6	21.5	7.54	14.17	1.47	18.37	4.64	"e5"	5	71	16	193.154725159032	1285	">20.5"	"SE North Atlantic"	3601.951375	2056325.20404305
"Morocco-All-200"	"Morocco  200-400m"	300	4876	40	2.1	21.4	3	32.3	-8.6	380.3	19.1	3.83	12.23	-0.25	17.27	0.83	"e5"	5	7	1	6321.63798618168	178	"14-20.5"	"SE North Atlantic"	15721.0737562303	30824306.8206219
"Morocco-All-22"	"Morocco   22-200m"	111	28889	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	3.97	15.23	-0.37	17.55	1.11	"e5"	5	20	2	6744.59858723482	548	"14-20.5"	"SE North Atlantic"	47169.4484749032	194844708.586627
"Morocco-All-400"	"Morocco  400-890m"	645	10690	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	4.04	10.48	-0.14	17.27	0.95	"e5"	5	13	1	2205.23918989132	227	"14-20.5"	"SE North Atlantic"	9622.227011523	23574006.9399382
"North_Sea-Su-11"	"North Sea Aug   11-269m"	140	493244	20	5	21	4	56.4	2.4	387.3	10.1	8.14	8.36	3.49	9.16	5.66	"e5"	5	289	11	1825.60254308747	3736	"7.5-14"	"NE North Atlantic"	51504.142248	900467500.762636
"North_Sea-Wi-10"	"North Sea Feb   10-270m"	140	499507	20	5	21	4	56.2	2.3	387.3	10.1	8.16	8.37	3.53	9.17	5.7	"e5"	5	765	11	667.427463135851	9152	"7.5-14"	"NE North Atlantic"	53493.538176	333384689.8286
"Northern_Spain-Au-35.5"	"Northern Spain 35.5-493m"	264	20279	20	2	18.9	3	43	-5.7	379.1	15.5	5.72	11.74	0.31	13.88	2.15	"e5"	5	137	9	9286.23188444898	2610	"14-20.5"	"NE North Atlantic"	462227.939775	188315496.384741
"Norwegian_coast-Au-140"	"Norwegian coast  140-803m"	471.5	118922	16	7	25	3.4	72.4	22.2	172.6	6.1	3.7	3.52	-0.3	5.49	1.73	"e5"	5	67	4	150.533927758499	530	"<7.5"	"NE North Atlantic"	1110.2412	17901795.7568962
"Porcupine_Bank-Au-189"	"Porcupine Bank  189-763m"	476	53139	20	3.5	20	3.5	52.5	-13.1	235.2	12.4	4.54	10.13	-0.05	11.4	2.01	"e5"	5	42	6	1409.96049163324	651	"7.5-14"	"NE North Atlantic"	19294.38498	74923890.5648987
"Portugal_N-Au-14"	"Portugal N   14-678m"	346	12482	20	4.6	15	3.5	40.6	-9.3	497.6	16.3	4.66	13.22	-0.27	14.87	1.43	"e5"	5	48	3	3274.24381699593	678	"14-20.5"	"NE North Atlantic"	55889.6495243827	40869111.3237432
"Portugal_S-Au-16"	"Portugal S   19-690m"	354.5	2801	20	4.6	15	3.5	36.9	-8.2	497.6	18.1	4.49	14.34	-0.35	16.56	1.34	"e5"	5	30	4	2462.29324845518	411	"14-20.5"	"NE North Atlantic"	26300.44422425	6896883.38892296
"Portugal_SW-Au-30"	"Portugal SW   30-460m"	245	8248	20	4.6	15	3.5	38.3	-9.5	497.6	17	4	13.36	-0.38	15.58	1.15	"e5"	5	39	6	5992.33359362791	567	"14-20.5"	"NE North Atlantic"	82393.5714634546	49424767.480243
"S_Barents_Sea-Au-36"	"S Barents Sea   36-830m"	433	820387	16	7	25	3.4	73.2	38.7	128	2.3	4.67	0.72	-0.02	1.47	1.93	"e5"	5	296	5	127.313677061755	2144	"<7.5"	"Arctic"	5130.909621	104446485.583662
"S_Tyrrhenian_Sea-Su-19"	"S Tyrrhenian Sea   19-200m"	109.5	941	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e5"	5	6	5	3138.16819873091	122	"14-20.5"	"Mediterranean"	6751.24332	2953016.27500579
"S_Tyrrhenian_Sea-Su-200"	"S Tyrrhenian Sea  200-693m"	446.5	1821	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e5"	5	13	4	1541.80317000761	127	"14-20.5"	"Mediterranean"	6725.509536	2807623.57258386
"Scotian_shelf-Su-17"	"Scotian shelf   12-200m"	106	190955	19	4.6	12.5	3.5	44.2	-62.4	306.2	8	13.35	5.38	0.94	5.43	4.94	"e5"	5	167	9	6975.5730112854	4097	"7.5-14"	"NW North Atlantic"	203730.956897729	1332020544.37
"Tramontana-Su-200"	"Tramontana  200-767m"	483.5	5318	20	3	20.3	3	41	2.2	241.6	18.11	10.61	13.36	0.44	13.19	4.43	"e5"	5	12	2	861.08598815941	106	"14-20.5"	"Mediterranean"	3445.00000022726	4579255.28503174
"Tramontana-Su-30"	"Tramontana   30-200m"	115	10149	20	3	16.3	3	41	2.2	241.6	17.7	10.19	13.11	0.06	14.67	3.55	"e5"	5	32	3	18741.311285353	347	"14-20.5"	"Mediterranean"	198534.000010404	190205568.235048
"W_Greenland_GDR-Au-200"	"W Greenland  200-400m"	300	13077	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.86	3.75	0.1	1.95	1.79	"e5"	5	68	4	65.6589541446094	740	"<7.5"	"Arctic"	574.98000002109	858622.143349057
"W_Greenland_GDR-Au-50"	"W Greenland   50-200m"	124.5	47617	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.43	2.87	0.43	1.9	1.73	"e5"	5	122	2	72.1245049450861	1331	"<7.5"	"Arctic"	888.442499974046	3434352.55197016
"West_of_Scotland-Au-30"	"W Scotland Nov   30-500m"	265	114470	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.58	9.65	1.37	10.28	3.02	"e5"	5	49	9	2191.00511718914	527	"7.5-14"	"NE North Atlantic"	30105.5332063207	250804355.764641
"West_of_Scotland-Wi-10"	"W Scotland Mar   10-405m"	207.5	114003	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.59	9.68	1.38	10.28	3.03	"e5"	5	99	8	2181.59444337101	991	"7.5-14"	"NE North Atlantic"	60654.272455771	248708311.327625
"Adriatic-Su-16"	"Adriatic   16-449m"	232.5	54363	20	2.3	16.5	3	43.9	15.7	223.5	17.9	10.81	13.46	0.73	15.05	4.14	"e5.5"	5.5	31	6	473.02120169669	657	"14-20.5"	"Mediterranean"	3035.24606	25714851.5878372
"Alboran_Sea-Su-200"	"Alboran Sea  200-810m"	505	8812	20	3	19.4	3	36.8	-3	402	18.3	7.17	13.1	-0.04	15.2	1.61	"e5.5"	5.5	27	3	989.205999443623	251	"14-20.5"	"Mediterranean"	5950.016244	8716883.26709721
"Alboran_Sea-Su-30"	"Alboran Sea   30-200m"	115	2247	20	3	16.4	3	36.8	-3	402	18.4	7.57	13.2	-0.04	15.22	1.76	"e5.5"	5.5	8	3	3218.584840097	169	"14-20.5"	"Mediterranean"	5606.998852	7232160.13569796
"Alicante_and_Eivissa-Su-200"	"Alicante & Eivissa  200-788m"	494	5065	20	3	19.5	3	38.6	0	208.6	19.1	10.87	13.22	-0.03	15.32	2.99	"e5.5"	5.5	16	2	701.270315245626	150	"14-20.5"	"Mediterranean"	2430	3551934.1467191
"Alicante_and_Eivissa-Su-30"	"Alicante & Eivissa   30-200m"	115	5620	20	3	16.4	3	38.6	0	208.6	19.1	11.27	13.67	0.2	15.88	4.09	"e5.5"	5.5	10	4	3338.37303226523	215	"14-20.5"	"Mediterranean"	7358.0052	18761656.4413306
"Bay_of_Biscay-Au-28"	"Bay of Biscay   28-100m"	64	26316	20	4	20.5	4	45.8	-4.6	520.3	14.7	8.18	11.97	0.79	13.18	3.96	"e5.5"	5.5	37	7	215.296092952845	486	"14-20.5"	"NE North Atlantic"	893.444904	5665731.98214707
"Bear_Island-Au-36"	"Bear Island   36-830m"	433	258318	16	7	25	3.4	77	18.7	117.1	1.5	3.14	1.27	0.38	1.35	1.81	"e5.5"	5.5	214	2	4092.86580268067	1576	"<7.5"	"Arctic"	164176.135904	1057260908.41687
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e5.5"	5.5	38	7	441.25607228551	545	"7.5-14"	"NE North Atlantic"	1991.082704	62482301.0917005
